id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
47,NaN,4,NaN,1,NaN,1,2,NaN,NaN,2,2,2,NaN,2,2,0,2,NaN,1,3,NaN,2,NaN,2,73,5,NaN,1,1,NaN,NaN,2,NaN,3,NaN,2,4,NaN,NaN,NaN,4,NaN,2,4,1,2,NaN,2,NaN,NaN,1,3,NaN,10,3,3,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,2,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,2,1,NaN,3,NaN,4,2,1,NaN,2,NaN,3,3,NaN,2,NaN,NaN,NaN,0,1,2,6
48,1,4,3,2,3,2,2,NaN,1,2,2,2,NaN,NaN,0,45,NaN,1,3,3,1,NaN,1,NaN,68,4,3,2,NaN,2,1,2,2,NaN,NaN,2,4,2,NaN,2,NaN,NaN,3,5,NaN,2,NaN,2,NaN,NaN,1,1,4,2310,3,6,4,6,1,1,4,2,NaN,1,3,2,NaN,1,NaN,NaN,NaN,NaN,37,NaN,NaN,1,NaN,NaN,1,1,3,NaN,NaN,NaN,1,0,NaN,1,3,NaN,NaN,2,12,2,NaN,0,1,2,NaN
49,1,2,NaN,NaN,NaN,NaN,NaN,2310,2,2,NaN,2,NaN,NaN,NaN,12,7,NaN,NaN,3,1,NaN,NaN,NaN,84,2,NaN,NaN,NaN,2,1,1,NaN,NaN,2,2,NaN,4,1,3,NaN,NaN,NaN,3,NaN,2,1,1,1,NaN,1,NaN,NaN,NaN,NaN,5,2,4,1,4,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,NaN,NaN,NaN,2,11,2,7860,NaN,1,2,NaN
50,NaN,4,3,1,3,NaN,NaN,NaN,NaN,2,NaN,2,1,2,1,0,NaN,NaN,1,3,NaN,2,NaN,3,63,2,3,1,1,1,NaN,4,2,NaN,NaN,2,NaN,NaN,NaN,NaN,4,NaN,3,4,2,1,NaN,2,NaN,NaN,1,0,NaN,NaN,NaN,12,NaN,NaN,1,1,NaN,2,NaN,1,3,NaN,2,1,NaN,5,NaN,NaN,NaN,2,NaN,1,NaN,2,1,NaN,3,NaN,4,1,1,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,1,2,6
51,NaN,4,2,1,3,NaN,NaN,NaN,NaN,2,1,2,NaN,1,0,52,7,NaN,NaN,3,NaN,2,1,2,57,3,2,NaN,1,NaN,NaN,1,3,NaN,3,2,2,NaN,NaN,NaN,3,NaN,2,3,2,NaN,NaN,1,2,3,1,0,2,NaN,NaN,9,NaN,NaN,1,NaN,NaN,2,NaN,1,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,2,2,NaN,NaN,2,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,NaN,12,NaN,NaN,1,1,2,3
52,1,5,NaN,NaN,NaN,NaN,2,310,2,2,NaN,2,NaN,NaN,NaN,52,7,3,NaN,6,NaN,NaN,2,NaN,42,2,NaN,NaN,NaN,2,1,2,NaN,NaN,1,2,NaN,2,2,2,NaN,NaN,NaN,5,NaN,1,2,1,2,3,1,NaN,4,430,2,10,2,6,1,1,4,2,NaN,3,NaN,1,NaN,1,NaN,NaN,NaN,NaN,15,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,0,NaN,2,NaN,NaN,NaN,1,12,1,8680,NaN,1,2,NaN
53,1,4,NaN,NaN,NaN,NaN,1,4760,2,2,NaN,2,NaN,2,NaN,0,2,NaN,NaN,4,1,2,NaN,4,45,NaN,NaN,NaN,1,1,1,4,NaN,NaN,1,2,NaN,4,NaN,3,4,NaN,NaN,NaN,1,1,1,1,1,NaN,1,NaN,NaN,3060,4,5,1,6,5,NaN,4,2,NaN,3,NaN,3,1,1,1,NaN,NaN,NaN,9,NaN,NaN,3,1,3,NaN,NaN,NaN,NaN,4,2,1,0,NaN,3,NaN,NaN,NaN,1,NaN,2,4970,NaN,1,2,6
54,1,2,3,NaN,3,NaN,NaN,8320,3,1,NaN,2,2,NaN,1,26,2,5,1,3,1,NaN,2,NaN,38,1,2,1,NaN,1,1,4,2,NaN,NaN,2,NaN,4,2,NaN,NaN,2,1,4,NaN,1,NaN,1,NaN,NaN,1,2,4,NaN,NaN,11,1,4,5,1,NaN,3,NaN,1,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN,5,3,NaN,NaN,2,NaN,2,1480,12,1,2,NaN
55,NaN,3,NaN,1,NaN,1,2,410,NaN,2,1,2,NaN,2,2,52,4,NaN,NaN,3,NaN,2,1,2,46,2,NaN,NaN,1,2,NaN,2,NaN,3,1,2,2,NaN,NaN,NaN,1,NaN,6,4,1,1,1,1,2,3,1,4,1,3300,3,8,NaN,NaN,1,2,NaN,2,NaN,1,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,2,3,NaN,1,2,NaN,4,2,1,NaN,1,NaN,3,1,NaN,2,12,NaN,7070,12,1,2,6
56,2,4,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,2,NaN,2,NaN,0,NaN,NaN,1,4,0,2,NaN,1,51,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,2,NaN,2,1,2,3,NaN,NaN,NaN,2,3,NaN,1,NaN,3,1,NaN,NaN,3060,9,4,1,6,1,NaN,NaN,2,NaN,3,NaN,1,2,1,NaN,3,NaN,NaN,27,2,NaN,3,NaN,2,2,NaN,NaN,NaN,NaN,2,8,20,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,2,6
57,NaN,4,2,NaN,3,NaN,1,4010,NaN,2,3,2,NaN,NaN,2,52,5,NaN,1,3,NaN,1,2,2,41,3,2,1,2,1,NaN,3,1,NaN,NaN,2,3,NaN,NaN,NaN,1,NaN,NaN,4,2,2,NaN,2,NaN,3,1,0,2,4220,2,11,NaN,NaN,5,3,NaN,2,NaN,2,1,NaN,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,2,1,NaN,2,NaN,1,2,2,NaN,NaN,NaN,3,NaN,NaN,2,10,NaN,8690,4,1,1,4
58,2,3,NaN,NaN,NaN,NaN,NaN,3255,3,1,NaN,NaN,NaN,1,NaN,0,1,NaN,NaN,3,1,2,NaN,2,75,NaN,NaN,NaN,1,2,1,2,NaN,NaN,4,2,NaN,5,2,2,6,NaN,NaN,NaN,1,2,2,3,3,NaN,1,NaN,NaN,NaN,NaN,7,NaN,5,5,1,7,2,NaN,1,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,1,3,3,3,NaN,NaN,NaN,NaN,4,2,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,2,8190,NaN,1,2,6
59,NaN,5,3,NaN,3,NaN,NaN,NaN,NaN,2,NaN,2,1,2,0,0,NaN,NaN,NaN,3,NaN,2,NaN,2,81,3,4,NaN,1,NaN,NaN,1,1,NaN,4,2,NaN,NaN,NaN,NaN,3,NaN,NaN,4,1,2,1,2,1,NaN,1,0,NaN,NaN,NaN,12,NaN,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,3,NaN,1,2,16,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,52,1,2,6
60,3,6,3,2,3,NaN,2,NaN,2,2,NaN,2,NaN,NaN,1,0,7,NaN,1,6,0,NaN,NaN,NaN,41,3,NaN,NaN,NaN,1,NaN,1,2,NaN,NaN,2,2,1,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,0,NaN,4220,2,6,1,5,1,NaN,3,2,NaN,2,3,1,NaN,1,NaN,NaN,NaN,2,23,NaN,2,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,1,NaN,NaN,3,3,NaN,2,2,NaN,1,NaN,52,1,1,NaN
61,1,4,NaN,NaN,NaN,NaN,2,3600,3,2,NaN,2,NaN,2,NaN,0,4,NaN,2,3,1,2,NaN,2,67,NaN,NaN,1,1,2,1,3,NaN,NaN,NaN,2,NaN,2,1,1,4,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,4,2,NaN,1,NaN,2,2,1,NaN,4,NaN,NaN,NaN,3,NaN,3,NaN,4,1,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,3,8190,NaN,1,2,6
62,2,4,NaN,NaN,NaN,NaN,1,4230,2,2,NaN,NaN,NaN,NaN,NaN,0,7,NaN,NaN,4,NaN,NaN,NaN,NaN,71,1,NaN,NaN,NaN,1,1,1,NaN,NaN,2,2,NaN,2,1,4,NaN,NaN,NaN,3,NaN,2,1,1,1,NaN,1,NaN,NaN,NaN,NaN,1,3,4,1,NaN,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,5,NaN,NaN,NaN,1,NaN,3,7690,NaN,1,2,NaN
63,NaN,4,NaN,1,NaN,NaN,2,NaN,NaN,2,1,NaN,NaN,2,0,52,NaN,NaN,NaN,6,NaN,2,2,2,35,3,NaN,NaN,2,NaN,NaN,1,NaN,2,1,2,3,NaN,NaN,NaN,4,NaN,NaN,3,2,3,1,2,1,NaN,1,0,4,NaN,9,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,3,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,2,NaN,2,3,NaN,1,1,15,NaN,2,NaN,1,3,NaN,2,NaN,NaN,NaN,0,1,2,6
64,NaN,4,3,1,NaN,NaN,NaN,3030,NaN,1,1,2,NaN,2,5,52,6,NaN,3,3,NaN,2,1,2,45,3,1,1,1,1,NaN,2,3,NaN,NaN,2,2,NaN,NaN,NaN,3,NaN,2,3,1,2,NaN,2,NaN,3,1,1,4,NaN,NaN,10,NaN,NaN,3,2,NaN,3,NaN,1,2,NaN,3,1,NaN,4,NaN,NaN,NaN,4,NaN,2,NaN,4,1,NaN,2,NaN,4,2,2,NaN,NaN,NaN,4,NaN,NaN,1,12,NaN,7860,20,1,2,4
65,2,6,NaN,NaN,NaN,NaN,2,NaN,5,2,NaN,2,NaN,1,NaN,52,6,NaN,NaN,6,1,1,NaN,2,35,NaN,NaN,NaN,2,1,1,1,NaN,NaN,1,2,NaN,4,2,1,3,2,NaN,NaN,2,2,1,2,2,3,1,NaN,NaN,630,4,NaN,1,5,2,NaN,4,2,NaN,1,NaN,2,2,1,3,NaN,NaN,NaN,5,NaN,NaN,1,2,2,NaN,NaN,NaN,NaN,1,1,2,0,NaN,4,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,2,5
66,NaN,6,4,1,3,NaN,NaN,NaN,NaN,2,NaN,2,1,1,5,20,6,NaN,NaN,3,NaN,2,NaN,3,21,1,2,NaN,1,1,NaN,1,3,NaN,4,2,NaN,NaN,NaN,NaN,6,NaN,NaN,3,1,1,1,2,1,NaN,1,4,NaN,NaN,NaN,7,NaN,NaN,1,NaN,NaN,3,NaN,3,2,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,2,NaN,1,2,2,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,30,1,2,6
67,2,5,3,1,3,NaN,NaN,5610,4,2,1,NaN,NaN,NaN,0,52,5,4,1,6,1,NaN,2,NaN,52,1,1,1,NaN,NaN,1,2,1,NaN,NaN,2,3,1,2,2,NaN,NaN,NaN,2,NaN,1,NaN,2,NaN,3,1,0,2,NaN,NaN,4,NaN,4,5,NaN,5,NaN,NaN,2,3,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,2,NaN,NaN,1,5,NaN,NaN,NaN,12,2,4585,10,1,2,NaN
68,1,3,NaN,NaN,NaN,NaN,NaN,2000,3,2,NaN,2,NaN,2,NaN,52,4,3,3,6,1,2,2,2,49,NaN,NaN,1,2,1,1,2,NaN,NaN,NaN,2,NaN,4,2,2,2,NaN,NaN,NaN,1,2,NaN,1,NaN,3,1,NaN,4,NaN,NaN,8,NaN,4,5,1,6,3,NaN,1,NaN,1,2,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,4,1,NaN,NaN,NaN,1,1,2,NaN,NaN,4,NaN,NaN,NaN,2,12,1,8090,NaN,1,1,4
69,2,1,NaN,NaN,NaN,NaN,NaN,230,5,2,NaN,1,NaN,NaN,NaN,52,NaN,3,NaN,6,1,NaN,1,NaN,46,2,NaN,NaN,NaN,1,1,4,NaN,NaN,4,2,NaN,5,1,2,NaN,NaN,NaN,5,NaN,NaN,1,1,1,3,1,NaN,3,NaN,NaN,9,NaN,5,1,4,4,3,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,4,NaN,NaN,NaN,NaN,12,2,7870,NaN,1,2,NaN
70,NaN,1,1,1,1,NaN,2,5160,NaN,2,1,2,NaN,1,2,26,5,NaN,NaN,3,NaN,2,4,1,51,5,2,NaN,2,1,NaN,3,1,NaN,4,2,4,NaN,NaN,NaN,6,NaN,NaN,4,2,3,2,1,2,NaN,1,1,4,NaN,NaN,7,NaN,NaN,1,1,NaN,2,NaN,1,2,NaN,2,1,5,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,NaN,3,NaN,4,1,1,NaN,NaN,NaN,5,NaN,NaN,2,11,NaN,6870,2,1,2,4
71,2,3,NaN,NaN,NaN,NaN,NaN,3600,2,2,NaN,2,NaN,2,NaN,52,2,3,1,6,1,2,1,2,28,NaN,NaN,1,1,2,1,4,NaN,NaN,NaN,2,NaN,2,NaN,2,1,NaN,NaN,NaN,1,1,NaN,1,NaN,3,1,NaN,4,NaN,NaN,4,3,5,5,NaN,4,3,NaN,2,NaN,3,2,1,NaN,4,NaN,NaN,NaN,3,NaN,1,NaN,3,1,NaN,NaN,NaN,4,2,15,0,NaN,3,NaN,NaN,NaN,1,12,2,8170,NaN,1,2,4
72,1,2,NaN,NaN,NaN,NaN,2,4600,3,2,NaN,NaN,NaN,2,NaN,0,7,NaN,NaN,3,1,1,NaN,2,81,NaN,NaN,NaN,2,2,1,1,NaN,NaN,4,2,NaN,4,1,1,3,NaN,NaN,NaN,1,2,2,1,2,NaN,1,NaN,NaN,NaN,NaN,10,NaN,6,1,1,4,2,NaN,1,NaN,1,1,1,3,NaN,NaN,NaN,NaN,NaN,2,3,1,3,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,8470,NaN,1,2,3
73,NaN,2,NaN,1,NaN,NaN,2,2310,NaN,2,NaN,2,1,2,0,30,7,NaN,1,3,NaN,1,1,3,47,3,NaN,2,1,2,NaN,1,NaN,2,NaN,2,NaN,NaN,NaN,NaN,4,NaN,2,5,1,2,NaN,2,NaN,NaN,1,0,4,NaN,9,12,NaN,NaN,1,1,NaN,2,NaN,2,NaN,NaN,1,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,3,2,2,3,NaN,1,1,1,NaN,2,NaN,3,3,NaN,2,12,NaN,7860,0,1,2,6
74,2,2,NaN,NaN,NaN,NaN,1,NaN,7,2,NaN,2,NaN,2,NaN,52,7,3,1,6,NaN,2,1,3,48,NaN,NaN,1,2,NaN,NaN,1,NaN,NaN,NaN,2,NaN,1,NaN,1,6,NaN,NaN,NaN,2,2,NaN,1,NaN,NaN,1,NaN,4,NaN,9,NaN,5,4,1,NaN,4,NaN,NaN,2,NaN,1,1,1,NaN,4,NaN,NaN,20,4,NaN,1,NaN,3,1,NaN,NaN,NaN,1,2,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,2,6
75,1,4,NaN,NaN,NaN,1,2,8250,2,2,NaN,2,NaN,NaN,NaN,52,3,4,NaN,3,1,NaN,2,NaN,46,3,NaN,NaN,NaN,2,1,4,NaN,NaN,1,2,NaN,5,1,2,NaN,NaN,NaN,5,NaN,1,1,3,2,3,1,NaN,3,1020,3,9,4,5,1,1,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,15,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,5,NaN,NaN,NaN,1,12,2,1990,NaN,1,2,NaN
76,1,5,NaN,1,NaN,NaN,1,NaN,3,2,NaN,2,1,NaN,0,0,3,NaN,1,3,0,NaN,NaN,NaN,68,3,NaN,1,NaN,2,1,3,NaN,4,NaN,2,NaN,4,2,2,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,3,1,0,NaN,2200,2,11,1,6,1,NaN,3,2,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,36,NaN,1,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,0,1,1,5,3,NaN,2,NaN,2,NaN,0,1,2,NaN
77,NaN,3,3,2,3,NaN,1,4820,NaN,2,NaN,2,2,2,0,40,3,NaN,NaN,3,NaN,2,2,2,56,3,3,NaN,1,2,NaN,2,2,NaN,1,2,NaN,NaN,NaN,NaN,2,NaN,2,5,1,2,1,3,2,3,1,1,4,4850,10,6,NaN,NaN,1,1,NaN,2,NaN,1,4,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,5,NaN,NaN,2,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,11,NaN,4970,3,1,2,5
78,1,4,NaN,NaN,NaN,NaN,2,4510,3,2,NaN,2,NaN,NaN,NaN,0,6,NaN,NaN,3,1,NaN,NaN,NaN,43,2,NaN,NaN,NaN,1,1,2,NaN,NaN,1,2,NaN,5,2,2,NaN,NaN,NaN,4,NaN,1,2,1,1,3,1,NaN,NaN,9120,2,1,2,6,1,NaN,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,17,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,30,NaN,3,NaN,NaN,NaN,2,NaN,1,8980,NaN,1,2,NaN
79,2,7,NaN,NaN,NaN,NaN,1,4700,3,1,NaN,2,NaN,NaN,NaN,4,7,3,NaN,3,1,NaN,2,NaN,32,3,NaN,NaN,NaN,1,1,1,NaN,NaN,1,2,NaN,2,2,3,NaN,NaN,NaN,2,NaN,3,2,3,3,3,1,NaN,4,6440,1,2,3,6,1,NaN,2,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,1,1,NaN,NaN,1,NaN,68,NaN,NaN,16,0,NaN,2,NaN,NaN,2,1,NaN,3,4970,NaN,1,2,NaN
80,NaN,4,3,1,3,NaN,NaN,NaN,NaN,2,NaN,2,1,2,0,24,4,NaN,2,3,NaN,2,4,2,23,2,2,1,1,2,NaN,2,2,NaN,NaN,2,NaN,NaN,NaN,NaN,3,NaN,NaN,2,1,2,NaN,3,NaN,3,1,1,3,NaN,NaN,4,NaN,NaN,5,NaN,NaN,3,8,2,3,NaN,2,1,NaN,2,NaN,NaN,NaN,3,NaN,2,NaN,4,1,NaN,3,NaN,3,2,16,NaN,NaN,NaN,3,NaN,NaN,1,4,NaN,NaN,10,1,2,6
81,1,5,NaN,NaN,NaN,2,NaN,NaN,4,2,1,NaN,NaN,NaN,0,0,NaN,NaN,1,3,1,NaN,NaN,NaN,59,1,NaN,1,NaN,2,1,2,NaN,1,NaN,2,1,1,2,2,NaN,NaN,NaN,2,NaN,1,NaN,3,NaN,NaN,1,0,NaN,NaN,NaN,7,NaN,3,4,7,3,3,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,NaN,2,NaN,3,NaN,NaN,NaN,1,NaN,1,1,2,4,NaN,NaN,NaN,3,NaN,0,1,2,NaN
82,1,3,NaN,NaN,NaN,NaN,NaN,4710,2,1,NaN,2,NaN,NaN,NaN,52,NaN,2,NaN,4,1,NaN,2,NaN,32,3,NaN,NaN,NaN,2,1,4,NaN,NaN,3,2,NaN,4,1,1,NaN,NaN,NaN,4,NaN,2,2,3,2,3,1,NaN,4,NaN,NaN,6,NaN,4,1,3,5,1,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,4,NaN,NaN,NaN,2,12,2,6990,NaN,1,2,NaN
83,1,2,NaN,NaN,NaN,1,2,2400,2,2,NaN,2,NaN,2,NaN,52,2,3,NaN,3,1,2,2,1,44,NaN,NaN,NaN,1,1,1,4,NaN,NaN,1,2,NaN,2,1,1,4,NaN,NaN,NaN,1,1,1,1,2,3,1,NaN,2,2340,3,4,3,5,3,3,4,2,NaN,1,NaN,1,2,1,1,NaN,NaN,NaN,13,NaN,NaN,3,2,4,NaN,NaN,NaN,NaN,4,2,1,NaN,NaN,1,NaN,NaN,NaN,2,12,1,8570,NaN,1,2,3
84,NaN,3,3,1,3,NaN,NaN,2320,NaN,2,NaN,2,1,2,1,52,NaN,NaN,NaN,3,NaN,2,1,2,49,2,3,NaN,1,1,NaN,4,2,NaN,4,2,NaN,NaN,NaN,NaN,4,NaN,6,5,1,1,2,1,1,3,1,10,4,NaN,NaN,7,NaN,NaN,1,3,NaN,1,NaN,1,3,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,1,1,2,NaN,NaN,3,NaN,4,2,10,NaN,NaN,NaN,3,NaN,NaN,2,12,NaN,7860,40,1,2,3
85,2,2,3,1,3,NaN,NaN,2320,3,2,1,2,NaN,NaN,0,49,NaN,3,3,3,1,NaN,2,NaN,64,2,3,2,NaN,2,1,4,3,NaN,NaN,2,3,5,2,2,NaN,NaN,NaN,5,NaN,2,NaN,1,NaN,4,1,0,4,NaN,NaN,3,NaN,5,5,3,4,3,NaN,2,2,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,2,3,NaN,NaN,NaN,12,2,7860,4,1,2,NaN
86,NaN,4,NaN,1,NaN,NaN,2,4760,NaN,2,NaN,2,1,2,1,36,NaN,NaN,NaN,6,NaN,2,2,2,30,3,NaN,NaN,2,2,NaN,2,NaN,3,1,2,NaN,NaN,NaN,NaN,2,NaN,3,3,1,2,1,1,2,3,1,3,4,700,2,1,NaN,NaN,1,1,NaN,2,NaN,3,NaN,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,1,2,NaN,NaN,3,NaN,3,2,1,NaN,2,NaN,3,4,NaN,2,NaN,NaN,4780,6,1,2,6
87,NaN,2,2,1,3,NaN,2,NaN,NaN,2,2,2,NaN,1,0,48,3,NaN,NaN,3,NaN,2,NaN,1,51,1,2,NaN,2,1,NaN,2,2,NaN,1,2,3,NaN,NaN,NaN,2,NaN,NaN,3,2,1,1,2,3,3,1,1,NaN,4430,1,6,NaN,NaN,1,NaN,NaN,2,NaN,2,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,NaN,NaN,68,4,1,15,NaN,NaN,NaN,5,NaN,NaN,1,11,NaN,NaN,3,1,1,6
88,3,2,NaN,NaN,NaN,NaN,NaN,2300,4,2,NaN,NaN,NaN,1,NaN,52,NaN,2,2,2,1,2,1,3,28,NaN,NaN,2,1,NaN,1,4,NaN,NaN,NaN,2,NaN,4,2,2,3,NaN,NaN,NaN,2,3,NaN,2,NaN,3,1,NaN,4,NaN,NaN,11,NaN,5,1,1,4,NaN,NaN,1,NaN,2,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,5,2,NaN,NaN,NaN,NaN,2,2,0,NaN,2,NaN,NaN,NaN,2,12,3,8470,NaN,1,2,6
89,NaN,4,NaN,1,NaN,NaN,2,NaN,NaN,2,NaN,2,1,2,0,0,7,NaN,1,3,NaN,2,NaN,2,84,5,NaN,1,1,2,NaN,1,NaN,2,NaN,2,NaN,NaN,NaN,NaN,5,NaN,NaN,4,1,1,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,5,NaN,NaN,4,7,NaN,2,NaN,1,NaN,NaN,1,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,4,2,NaN,3,NaN,3,2,1,NaN,2,NaN,1,3,NaN,1,NaN,NaN,NaN,0,1,2,4
90,2,6,2,1,3,NaN,1,4700,1,1,NaN,2,2,NaN,5,52,NaN,2,2,6,1,NaN,1,NaN,32,3,1,2,NaN,NaN,1,1,2,NaN,NaN,2,NaN,1,2,2,NaN,NaN,NaN,1,NaN,2,NaN,2,NaN,4,1,0,4,NaN,1,7,5,6,7,NaN,6,NaN,NaN,2,2,1,NaN,1,NaN,NaN,NaN,NaN,8,NaN,NaN,1,NaN,NaN,1,2,3,45,NaN,NaN,16,0,NaN,1,2,NaN,NaN,2,10,1,4970,40,1,2,NaN
91,1,2,NaN,NaN,NaN,NaN,2,8320,2,2,NaN,2,NaN,1,NaN,52,7,NaN,1,3,0,2,NaN,2,54,NaN,NaN,1,1,1,1,1,NaN,NaN,NaN,2,NaN,2,NaN,2,2,NaN,NaN,NaN,2,1,NaN,2,NaN,NaN,1,NaN,NaN,9620,1,5,6,6,7,NaN,5,2,NaN,1,NaN,1,2,1,NaN,3,NaN,NaN,30,3,NaN,2,NaN,4,1,1,NaN,77,1,2,16,0,NaN,5,NaN,NaN,NaN,1,12,3,1680,NaN,1,1,6
92,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,2,NaN,2,NaN,52,2,3,NaN,6,0,2,3,2,34,NaN,NaN,NaN,1,1,1,4,NaN,NaN,3,2,NaN,4,2,2,1,NaN,NaN,NaN,1,2,1,1,1,3,1,NaN,3,NaN,NaN,6,NaN,5,4,7,4,3,NaN,2,NaN,3,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,2,4,NaN,NaN,NaN,NaN,4,2,2,0,NaN,5,NaN,NaN,NaN,2,12,2,NaN,NaN,1,2,1
